0,0
0.01,2.46891E-06
0.02,1.95052E-05
0.03,6.50079E-05
0.04,0.000152164
0.05,0.000293469
0.06,0.00050074
0.07,0.000785141
0.08,0.001157193
0.09,0.001626799
0.1,0.002203252
0.11,0.00289526
0.12,0.003710958
0.13,0.004657923
0.14,0.005743194
0.15,0.006973285
0.16,0.008354197
0.17,0.00989144
0.18,0.011590043
0.19,0.013454566
0.2,0.015489123
0.21,0.017697385
0.22,0.020082603
0.23,0.022647614
0.24,0.025394861
0.25,0.028326398
0.26,0.031443913
0.27,0.034748729
0.28,0.038241826
0.29,0.041923848
0.3,0.045795114
0.31,0.049855635
0.32,0.054105119
0.33,0.058542987
0.34,0.063168381
0.35,0.067980177
0.36,0.072976996
0.37,0.078157209
0.38,0.083518957
0.39,0.089060151
0.4,0.094778489
0.41,0.100671462
0.42,0.106736365
0.43,0.112970307
0.44,0.119370217
0.45,0.125932857
0.46,0.132654828
0.47,0.139532581
0.48,0.146562423
0.49,0.153740527
0.5,0.161062939
0.51,0.168525587
0.52,0.176124289
0.53,0.183854759
0.54,0.191712616
0.55,0.199693391
0.56,0.207792534
0.57,0.216005422
0.58,0.224327363
0.59,0.232753607
0.6,0.241279347
0.61,0.249899733
0.62,0.258609869
0.63,0.267404827
0.64,0.27627965
0.65,0.285229357
0.66,0.294248947
0.67,0.303333411
0.68,0.31247773
0.69,0.321676885
0.7,0.33092586
0.71,0.340219645
0.72,0.349553248
0.73,0.35892169
0.74,0.368320017
0.75,0.3777433
0.76,0.387186641
0.77,0.396645178
0.78,0.406114088
0.79,0.415588587
0.8,0.425063942
0.81,0.434535467
0.82,0.44399853
0.83,0.453448555
0.84,0.462881026
0.85,0.47229149
0.86,0.481675559
0.87,0.491028913
0.88,0.500347304
0.89,0.509626557
0.9,0.518862572
0.91,0.528051328
0.92,0.537188885
0.93,0.546271384
0.94,0.555295051
0.95,0.564256199
0.96,0.573151226
0.97,0.581976622
0.98,0.590728966
0.99,0.599404933
1,0.608001286
1.01,0.616514887
1.02,0.624942692
1.03,0.633281754
1.04,0.641529222
1.05,0.649682347
1.06,0.657738475
1.07,0.665695054
1.08,0.67354963
1.09,0.681299852
1.1,0.688943468
1.11,0.696478327
