0,0
0.01,2.46707E-06
0.02,1.94762E-05
0.03,6.4864E-05
0.04,0.000151718
0.05,0.000292398
0.06,0.000498561
0.07,0.000781178
0.08,0.001150558
0.09,0.001616368
0.1,0.002187652
0.11,0.002872851
0.12,0.003679823
0.13,0.004615859
0.14,0.005687707
0.15,0.006901582
0.16,0.008263191
0.17,0.009777746
0.18,0.011449982
0.19,0.013284173
0.2,0.015284149
0.21,0.017453311
0.22,0.019794648
0.23,0.02231075
0.24,0.025003823
0.25,0.027875705
0.26,0.03092788
0.27,0.03416149
0.28,0.037577352
0.29,0.041175965
0.3,0.044957531
0.31,0.048921961
0.32,0.053068892
0.33,0.057397695
0.34,0.06190749
0.35,0.066597156
0.36,0.071465343
0.37,0.076510481
0.38,0.081730795
0.39,0.08712431
0.4,0.092688865
0.41,0.098422122
0.42,0.104321575
0.43,0.11038456
0.44,0.116608263
0.45,0.122989733
0.46,0.129525884
0.47,0.136213509
0.48,0.143049286
0.49,0.150029787
0.5,0.157151484
0.51,0.164410759
0.52,0.171803908
0.53,0.179327151
0.54,0.18697664
0.55,0.19474846
0.56,0.202638641
0.57,0.210643164
0.58,0.218757962
0.59,0.226978933
0.6,0.235301939
0.61,0.243722816
0.62,0.252237378
0.63,0.260841421
0.64,0.26953073
0.65,0.278301082
0.66,0.287148252
0.67,0.296068015
0.68,0.305056152
0.69,0.314108457
0.7,0.323220734
0.71,0.332388807
0.72,0.341608521
0.73,0.350875743
0.74,0.360186371
0.75,0.369536334
0.76,0.378921593
0.77,0.388338147
0.78,0.397782035
0.79,0.407249337
0.8,0.41673618
0.81,0.426238735
0.82,0.435753224
0.83,0.44527592
0.84,0.454803148
0.85,0.46433129
0.86,0.473856784
0.87,0.483376125
0.88,0.492885869
0.89,0.502382633
0.9,0.511863097
0.91,0.521324003
0.92,0.530762159
0.93,0.540174438
0.94,0.549557782
0.95,0.558909197
0.96,0.568225759
0.97,0.577504612
0.98,0.58674297
0.99,0.595938116
1,0.605087405
1.01,0.614188259
1.02,0.623238175
1.03,0.632234717
1.04,0.641175522
1.05,0.650058299
1.06,0.658880825
1.07,0.667640952
1.08,0.676336598
1.09,0.684965756
1.1,0.693526487
1.11,0.702016923
1.12,0.710435264
1.13,0.718779782
