0,0
0.01,2.46892E-06
0.02,1.95056E-05
0.03,6.50108E-05
0.04,0.000152177
0.05,0.000293506
0.06,0.000500832
0.07,0.000785338
0.08,0.001157575
0.09,0.00162748
0.1,0.002204395
0.11,0.002897085
0.12,0.003713751
0.13,0.004662054
0.14,0.005749124
0.15,0.00698158
0.16,0.008365547
0.17,0.009906668
0.18,0.011610121
0.19,0.013480633
0.2,0.015522498
0.21,0.017739584
0.22,0.020135354
0.23,0.022712875
0.24,0.025474835
0.25,0.028423552
0.26,0.031560989
0.27,0.034888769
0.28,0.03840818
0.29,0.042120195
0.3,0.046025478
0.31,0.050124399
0.32,0.054417041
0.33,0.058903218
0.34,0.063582478
0.35,0.068454117
0.36,0.07351719
0.37,0.078770519
0.38,0.084212706
0.39,0.089842139
0.4,0.095657001
0.41,0.101655284
0.42,0.107834793
0.43,0.114193156
0.44,0.120727835
0.45,0.127436131
0.46,0.134315193
0.47,0.141362028
0.48,0.148573506
0.49,0.155946368
0.5,0.163477237
0.51,0.171162618
0.52,0.178998913
0.53,0.186982423
0.54,0.195109353
0.55,0.203375826
0.56,0.211777882
0.57,0.220311485
0.58,0.228972535
0.59,0.237756865
0.6,0.246660255
0.61,0.255678432
0.62,0.264807076
0.63,0.274041829
0.64,0.283378296
0.65,0.292812051
0.66,0.302338643
0.67,0.311953599
0.68,0.32165243
0.69,0.331430634
0.7,0.341283703
0.71,0.351207121
0.72,0.361196375
0.73,0.371246956
0.74,0.381354362
0.75,0.3915141
0.76,0.401721695
0.77,0.411972688
0.78,0.422262642
0.79,0.432587144
0.8,0.442941808
0.81,0.453322279
0.82,0.463724235
0.83,0.474143389
0.84,0.484575494
0.85,0.495016341
0.86,0.505461766
0.87,0.51590765
0.88,0.526349923
0.89,0.536784562
0.9,0.547207596
0.91,0.557615111
0.92,0.568003244
0.93,0.578368191
0.94,0.588706206
0.95,0.599013604
0.96,0.60928676
0.97,0.619522115
0.98,0.62971617
0.99,0.639865495
1,0.649966724
1.01,0.660016561
1.02,0.670011776
1.03,0.67994921
1.04,0.689825775
1.05,0.699638451
1.06,0.709384294
1.07,0.719060428
1.08,0.728664053
1.09,0.738192441
1.1,0.747642939
1.11,0.757012966
1.12,0.766300017
1.13,0.775501661
1.14,0.784615544
1.15,0.793639384
1.16,0.802570977
1.17,0.811408192
1.18,0.820148973
1.19,0.828791342
1.2,0.837333393
1.21,0.845773296
1.22,0.854109296
1.23,0.862339711
1.24,0.870462935
1.25,0.878477435
1.26,0.88638175
1.27,0.894174494
1.28,0.901854352
1.29,0.909420082
1.3,0.916870514
1.31,0.924204547
1.32,0.931421152
1.33,0.938519369
1.34,0.945498308
1.35,0.952357147
1.36,0.959095131
1.37,0.965711573
1.38,0.972205851
1.39,0.97857741
1.4,0.984825759
1.41,0.990950471
1.42,0.996951181
1.43,1.002827588
1.44,1.00857945
1.45,1.014206586
1.46,1.019708876
1.47,1.025086258
1.48,1.030338724
1.49,1.035466328
1.5,1.040469175
1.51,1.045347427
1.52,1.050101299
1.53,1.054731059
1.54,1.059237024
1.55,1.063619565
1.56,1.0678791
1.57,1.072016097
1.58,1.076031069
1.59,1.079924576
1.6,1.083697226
1.61,1.087349667
1.62,1.090882592
1.63,1.094296736
1.64,1.097592874
1.65,1.100771821
1.66,1.103834431
